2021-05-13 08:29:56,729 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 000 | Batch: 000 | RegLoss: 88328.76562
2021-05-13 08:30:03,901 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 000 | Batch: 100 | RegLoss: 322.85394
2021-05-13 08:30:14,854 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 001 | Batch: 000 | RegLoss: 265.15448
2021-05-13 08:30:22,109 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 001 | Batch: 100 | RegLoss: 255.29318
2021-05-13 08:30:33,958 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 002 | Batch: 000 | RegLoss: 253.76483
2021-05-13 08:30:41,120 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 002 | Batch: 100 | RegLoss: 251.08817
2021-05-13 08:30:53,745 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 003 | Batch: 000 | RegLoss: 250.65431
2021-05-13 08:31:01,196 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 003 | Batch: 100 | RegLoss: 249.11926
2021-05-13 08:31:11,264 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 004 | Batch: 000 | RegLoss: 250.13562
2021-05-13 08:31:18,497 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 004 | Batch: 100 | RegLoss: 250.61162
2021-05-13 08:31:30,343 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 005 | Batch: 000 | RegLoss: 248.52631
2021-05-13 08:31:37,514 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 005 | Batch: 100 | RegLoss: 248.85236
2021-05-13 08:31:49,346 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 006 | Batch: 000 | RegLoss: 247.02191
2021-05-13 08:31:56,543 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 006 | Batch: 100 | RegLoss: 245.54848
2021-05-13 08:32:06,600 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 007 | Batch: 000 | RegLoss: 249.61185
2021-05-13 08:32:13,691 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 007 | Batch: 100 | RegLoss: 247.26062
2021-05-13 08:32:25,308 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 008 | Batch: 000 | RegLoss: 248.56848
2021-05-13 08:32:32,244 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 008 | Batch: 100 | RegLoss: 245.97784
2021-05-13 08:32:43,944 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 009 | Batch: 000 | RegLoss: 244.77954
2021-05-13 08:32:50,912 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 009 | Batch: 100 | RegLoss: 244.82614
2021-05-13 08:33:02,594 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 010 | Batch: 000 | RegLoss: 244.64680
2021-05-13 08:33:09,318 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 010 | Batch: 100 | RegLoss: 246.90445
2021-05-13 08:33:20,002 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 011 | Batch: 000 | RegLoss: 245.57968
2021-05-13 08:33:26,802 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 011 | Batch: 100 | RegLoss: 246.81613
2021-05-13 08:33:38,413 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 012 | Batch: 000 | RegLoss: 245.32468
2021-05-13 08:33:45,121 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 012 | Batch: 100 | RegLoss: 246.15802
2021-05-13 08:33:56,524 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 013 | Batch: 000 | RegLoss: 245.18954
2021-05-13 08:34:03,342 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 013 | Batch: 100 | RegLoss: 245.91339
2021-05-13 08:34:15,080 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 014 | Batch: 000 | RegLoss: 245.51909
2021-05-13 08:34:22,104 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 014 | Batch: 100 | RegLoss: 247.68427
2021-05-13 08:34:32,476 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 015 | Batch: 000 | RegLoss: 244.08917
2021-05-13 08:34:39,556 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 015 | Batch: 100 | RegLoss: 244.13229
2021-05-13 08:34:51,443 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 016 | Batch: 000 | RegLoss: 242.15169
2021-05-13 08:34:58,637 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 016 | Batch: 100 | RegLoss: 244.43549
2021-05-13 08:35:10,728 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 017 | Batch: 000 | RegLoss: 242.79184
2021-05-13 08:35:17,922 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 017 | Batch: 100 | RegLoss: 244.20459
2021-05-13 08:35:29,083 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 018 | Batch: 000 | RegLoss: 242.26315
2021-05-13 08:35:36,228 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 018 | Batch: 100 | RegLoss: 243.54494
2021-05-13 08:35:48,317 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 019 | Batch: 000 | RegLoss: 241.38397
2021-05-13 08:35:54,983 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 019 | Batch: 100 | RegLoss: 242.71783
2021-05-13 08:36:06,659 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 020 | Batch: 000 | RegLoss: 243.50400
2021-05-13 08:36:13,653 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 020 | Batch: 100 | RegLoss: 241.43822
2021-05-13 08:36:25,100 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 021 | Batch: 000 | RegLoss: 240.29779
2021-05-13 08:36:32,236 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 021 | Batch: 100 | RegLoss: 241.99042
2021-05-13 08:36:43,952 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 022 | Batch: 000 | RegLoss: 241.88672
2021-05-13 08:36:50,939 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 022 | Batch: 100 | RegLoss: 242.21715
2021-05-13 08:37:02,340 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 023 | Batch: 000 | RegLoss: 240.97350
2021-05-13 08:37:09,215 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 023 | Batch: 100 | RegLoss: 241.83948
2021-05-13 08:37:21,183 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 024 | Batch: 000 | RegLoss: 239.81064
2021-05-13 08:37:28,502 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 024 | Batch: 100 | RegLoss: 243.47604
2021-05-13 08:37:40,228 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 025 | Batch: 000 | RegLoss: 236.73853
2021-05-13 08:37:47,302 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 025 | Batch: 100 | RegLoss: 240.62912
2021-05-13 08:37:59,890 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 026 | Batch: 000 | RegLoss: 239.15425
2021-05-13 08:38:06,967 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 026 | Batch: 100 | RegLoss: 239.37225
2021-05-13 08:38:21,459 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 027 | Batch: 000 | RegLoss: 240.25800
2021-05-13 08:38:28,499 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 027 | Batch: 100 | RegLoss: 237.90349
2021-05-13 08:38:39,707 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 028 | Batch: 000 | RegLoss: 239.57019
2021-05-13 08:38:46,795 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 028 | Batch: 100 | RegLoss: 240.37646
2021-05-13 08:38:58,307 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 029 | Batch: 000 | RegLoss: 240.67847
2021-05-13 08:39:05,515 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 029 | Batch: 100 | RegLoss: 240.16406
2021-05-13 08:39:17,445 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 030 | Batch: 000 | RegLoss: 239.57712
2021-05-13 08:39:24,323 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 030 | Batch: 100 | RegLoss: 240.65118
2021-05-13 08:39:36,611 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 031 | Batch: 000 | RegLoss: 239.54813
2021-05-13 08:39:43,703 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 031 | Batch: 100 | RegLoss: 238.49408
2021-05-13 08:39:55,332 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 032 | Batch: 000 | RegLoss: 239.68066
2021-05-13 08:40:02,227 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 032 | Batch: 100 | RegLoss: 237.91190
2021-05-13 08:40:13,956 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 033 | Batch: 000 | RegLoss: 240.22575
2021-05-13 08:40:21,262 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 033 | Batch: 100 | RegLoss: 241.26019
2021-05-13 08:40:33,131 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 034 | Batch: 000 | RegLoss: 239.60725
