2021-05-15 17:28:35,443 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 000 | Batch: 000 | RegLoss: 88328.76562
2021-05-15 17:28:42,799 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 000 | Batch: 100 | RegLoss: 324.98126
2021-05-15 17:28:54,956 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 001 | Batch: 000 | RegLoss: 263.94830
2021-05-15 17:29:02,114 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 001 | Batch: 100 | RegLoss: 255.41884
2021-05-15 17:29:13,078 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 002 | Batch: 000 | RegLoss: 253.94572
2021-05-15 17:29:20,143 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 002 | Batch: 100 | RegLoss: 250.73582
2021-05-15 17:29:31,321 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 003 | Batch: 000 | RegLoss: 250.46147
2021-05-15 17:29:38,890 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 003 | Batch: 100 | RegLoss: 249.05017
2021-05-15 17:29:50,104 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 004 | Batch: 000 | RegLoss: 249.75952
2021-05-15 17:29:57,199 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 004 | Batch: 100 | RegLoss: 250.52034
2021-05-15 17:30:09,916 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 005 | Batch: 000 | RegLoss: 248.45441
2021-05-15 17:30:17,322 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 005 | Batch: 100 | RegLoss: 249.41447
2021-05-15 17:30:28,376 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 006 | Batch: 000 | RegLoss: 246.82462
2021-05-15 17:30:35,612 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 006 | Batch: 100 | RegLoss: 245.31075
2021-05-15 17:30:47,990 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 007 | Batch: 000 | RegLoss: 249.52571
2021-05-15 17:30:55,192 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 007 | Batch: 100 | RegLoss: 247.66197
2021-05-15 17:31:08,020 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 008 | Batch: 000 | RegLoss: 247.94867
2021-05-15 17:31:15,436 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 008 | Batch: 100 | RegLoss: 245.23405
