2021-05-14 14:55:42,375 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 000 | Batch: 000 | RegLoss: 88328.76562
2021-05-14 14:55:52,884 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 000 | Batch: 100 | RegLoss: 323.30939
2021-05-14 14:56:07,563 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 001 | Batch: 000 | RegLoss: 266.93311
2021-05-14 14:56:18,316 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 001 | Batch: 100 | RegLoss: 254.65677
2021-05-14 14:56:34,113 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 002 | Batch: 000 | RegLoss: 254.09250
2021-05-14 14:56:44,625 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 002 | Batch: 100 | RegLoss: 251.40033
2021-05-14 14:57:00,036 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 003 | Batch: 000 | RegLoss: 249.78931
2021-05-14 14:57:10,454 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 003 | Batch: 100 | RegLoss: 249.28662
2021-05-14 14:57:27,009 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 004 | Batch: 000 | RegLoss: 249.92546
2021-05-14 14:57:37,155 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 004 | Batch: 100 | RegLoss: 250.76024
2021-05-14 14:57:51,496 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 005 | Batch: 000 | RegLoss: 248.18021
2021-05-14 14:58:02,118 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 005 | Batch: 100 | RegLoss: 248.95015
2021-05-14 14:58:17,491 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 006 | Batch: 000 | RegLoss: 246.77896
2021-05-14 14:58:28,095 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 006 | Batch: 100 | RegLoss: 244.61951
2021-05-14 14:58:42,746 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 007 | Batch: 000 | RegLoss: 250.08623
2021-05-14 14:58:53,068 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 007 | Batch: 100 | RegLoss: 248.30981
2021-05-14 14:59:07,949 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 008 | Batch: 000 | RegLoss: 248.10487
2021-05-14 14:59:18,476 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 008 | Batch: 100 | RegLoss: 245.97644
2021-05-14 14:59:35,388 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 009 | Batch: 000 | RegLoss: 245.38846
2021-05-14 14:59:45,593 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 009 | Batch: 100 | RegLoss: 245.29767
2021-05-14 14:59:59,318 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 010 | Batch: 000 | RegLoss: 244.16121
2021-05-14 15:00:09,926 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 010 | Batch: 100 | RegLoss: 248.16446
2021-05-14 15:00:26,010 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 011 | Batch: 000 | RegLoss: 245.06561
2021-05-14 15:00:36,667 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 011 | Batch: 100 | RegLoss: 245.84732
2021-05-14 15:00:52,545 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 012 | Batch: 000 | RegLoss: 244.76202
2021-05-14 15:01:03,185 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 012 | Batch: 100 | RegLoss: 245.54462
2021-05-14 15:01:19,036 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 013 | Batch: 000 | RegLoss: 244.61855
2021-05-14 15:01:29,387 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 013 | Batch: 100 | RegLoss: 246.54898
2021-05-14 15:01:44,963 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 014 | Batch: 000 | RegLoss: 246.26840
2021-05-14 15:01:54,688 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 014 | Batch: 100 | RegLoss: 247.90042
2021-05-14 15:02:08,385 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 015 | Batch: 000 | RegLoss: 244.59671
2021-05-14 15:02:18,935 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 015 | Batch: 100 | RegLoss: 244.50348
2021-05-14 15:02:34,579 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 016 | Batch: 000 | RegLoss: 242.75735
2021-05-14 15:02:44,997 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 016 | Batch: 100 | RegLoss: 244.53355
2021-05-14 15:03:00,748 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 017 | Batch: 000 | RegLoss: 242.68851
2021-05-14 15:03:11,490 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 017 | Batch: 100 | RegLoss: 244.22537
2021-05-14 15:03:27,277 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 018 | Batch: 000 | RegLoss: 242.65350
2021-05-14 15:03:37,914 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 018 | Batch: 100 | RegLoss: 242.69235
2021-05-14 15:03:52,471 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 019 | Batch: 000 | RegLoss: 240.91989
2021-05-14 15:04:01,208 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 019 | Batch: 100 | RegLoss: 242.95586
2021-05-14 15:04:15,472 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 020 | Batch: 000 | RegLoss: 243.04364
2021-05-14 15:04:26,194 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 020 | Batch: 100 | RegLoss: 241.09717
2021-05-14 15:04:42,299 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 021 | Batch: 000 | RegLoss: 240.18367
2021-05-14 15:04:52,893 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 021 | Batch: 100 | RegLoss: 242.13765
2021-05-14 15:05:07,957 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 022 | Batch: 000 | RegLoss: 241.76906
2021-05-14 15:05:18,514 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 022 | Batch: 100 | RegLoss: 242.10355
