2021-05-13 18:52:49,077 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 000 | Batch: 000 | RegLoss: 88328.76562
2021-05-13 18:52:56,643 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 000 | Batch: 100 | RegLoss: 320.21295
2021-05-13 18:53:10,859 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 001 | Batch: 000 | RegLoss: 263.29166
2021-05-13 18:53:18,143 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 001 | Batch: 100 | RegLoss: 255.51646
2021-05-13 18:53:28,656 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 002 | Batch: 000 | RegLoss: 253.72260
2021-05-13 18:53:35,833 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 002 | Batch: 100 | RegLoss: 250.63107
2021-05-13 18:53:46,606 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 003 | Batch: 000 | RegLoss: 250.26213
2021-05-13 18:53:53,688 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 003 | Batch: 100 | RegLoss: 249.16902
2021-05-13 18:54:05,175 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 004 | Batch: 000 | RegLoss: 249.81819
2021-05-13 18:54:12,286 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 004 | Batch: 100 | RegLoss: 250.60657
2021-05-13 18:54:24,043 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 005 | Batch: 000 | RegLoss: 248.75638
2021-05-13 18:54:31,101 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 005 | Batch: 100 | RegLoss: 249.45128
2021-05-13 18:54:43,124 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 006 | Batch: 000 | RegLoss: 246.37810
2021-05-13 18:54:50,296 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 006 | Batch: 100 | RegLoss: 245.31059
2021-05-13 18:55:02,362 - gradient_boosting.py[line:292] - INFO: Estimator: 000 | Epoch: 007 | Batch: 000 | RegLoss: 249.73523
